TIC,TOI,Period,Phase,Tau,SNR,Radius_planet,Mass,Radius,logg,FEH,Teff,Number of Valid Transits,Has Visible TTVs,log10(p value),μ(SNR | null),σ(SNR | null),sm_sf_grid,_cand_idx,Multiplicity,outlier_score,Interesting,ood_pvalue,Epoch,Duration,err_Period,err_Epoch,err_Duration,Radius_planet_errp,Radius_planet_errm,passed_all_tests,failed_tests,proposed_toi,nst_samples
329148988,,9.673203962440182,8.97912213,0.0285314217732613,11.858891841095744,1.516,0.448544,0.463533,4.7528,-0.0118558,3540.28,20,,-1.3572326200076932,10.637,0.524877,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0005|-0.0344|-1.2143|-2.6549|-3.6257|-4.3824|-5.0038|-5.5328|-6.0001|-6.4277|-6.8300|-7.2162|-7.5918|-7.9604|-8.3240|-8.6840|-9.0415|-9.3969|-9.7508|-10.1035|-10.4552|-10.8063|-11.1567|-11.5066|-11.8561|-12.2053|-12.5543|-12.9030|-13.2515|-13.6000|-13.9482|-14.2964|-14.6445|-14.9926|-15.3406|-15.6885|-16.0364,1,1,0.96,False,0.1830249396621078,1747.638290863484,0.0570628435465226,1.3052230213481412e-05,0.001897617270178,0.0022133286653792,0.145,0.135,True,spurious,2285.02,10.784720|10.772861|9.937255|10.411676|10.414260|10.984095|11.011423|11.699963|10.714351|10.789155
388104525,,110.50802552403611,57.30527132,0.0862954097595508,11.583061989448206,3.404,1.05499,1.05341,4.41047,0.19521,5765.57,7,,-1.3891735083782613,10.718,0.336324,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0002|-0.0197|-1.4610|-3.1571|-4.2443|-5.1106|-5.8656|-6.5576|-7.2123|-7.8439|-8.4609|-9.0684|-9.6694|-10.2659|-10.8590|-11.4497|-12.0383|-12.6253|-13.2109|-13.7953|-14.3788|-14.9613|-15.5430|-16.1239|-16.7042|-17.2838|-17.8629|-18.4413|-19.0193|-19.5968|-20.1738|-20.7504|-21.3266|-21.9024|-22.4778|-23.0529|-23.6277,0,1,1.67,False,0.0734111021721641,1382.6102808103897,0.1725908195191016,0.0002450266964674,0.0035527732218947,0.0045608578155714,0.241,0.231,False,spurious|snrd,112.02,10.809351|10.270557|11.319633|10.843767|11.030931|10.801613|10.221233|10.787179|10.633916|11.067269
388811663,,34.41194254416101,13.657291343768309,0.0367047758771154,11.243793012517292,3.936,0.637049,0.654975,4.60709,0.0975836,4100.78,3,,-1.951422962052132,10.2968,0.248379,0.0000|0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0508|-2.5457|-4.0771|-5.0646|-5.8595|-6.5633|-7.2168|-7.8410|-8.4479|-9.0445|-9.6348|-10.2213|-10.8054|-11.3879|-11.9695|-12.5505|-13.1310|-13.7113|-14.2913|-14.8713|-15.4511|-16.0309|-16.6107|-17.1904|-17.7701|-18.3498|-18.9294|-19.5091|-20.0888|-20.6684|-21.2481|-21.8277|-22.4074|-22.9870|-23.5667|-24.1463,0,1,2.19,False,0.0289621882542236,2461.3562315874733,0.0734095517542308,0.0001622316176181,0.0009875286453694,0.0018118170569568,0.251,0.244,False,spurious,5155.02,10.278842|10.312319|10.578551|10.076284|10.329902|10.423442|10.577354|10.622404|10.077888|10.259164
219344917,,39.96508137709866,27.37486422,0.0287873802149075,11.012330427522835,2.102,0.755643,0.730862,4.58806,-0.0336659,4853.17,4,,-1.42947751276248,10.4853,0.156981,0.0000|0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0225|-2.2557|-4.0510|-5.3055|-6.3498|-7.2821|-8.1475|-8.9706|-9.7671|-10.5468|-11.3161|-12.0788|-12.8376|-13.5937|-14.3482|-15.1017|-15.8545|-16.6068|-17.3589|-18.1107|-18.8624|-19.6140|-20.3655|-21.1170|-21.8685|-22.6199|-23.3713|-24.1228|-24.8742|-25.6256|-26.3770|-27.1284|-27.8798|-28.6312|-29.3826|-30.1340,0,1,1.38,False,0.1102172164119066,1438.2873394736089,0.057574760429815,5.500393688882039e-05,0.0015298513564132,0.0024625693318388,0.151,0.147,False,spurious,871.02,10.340182|10.414177|10.351924|10.611145|10.370620|10.891711|10.355653|10.718414|10.738408|10.647984
259233660,,4.213461274660991,3.35415003,0.0273817994444738,10.973101117409314,1.115,0.558276,0.588183,4.64513,-0.0121106,3419.0,206,,-1.7569251055615425,4.40093,1.3776,-0.0001|-0.0003|-0.0008|-0.0019|-0.0048|-0.0125|-0.0332|-0.0889|-0.2240|-0.4752|-0.8169|-1.1890|-1.5512|-1.8899|-2.2043|-2.4967|-2.7701|-3.0269|-3.2690|-3.4981|-3.7154|-3.9222|-4.1193|-4.3076|-4.4879|-4.6609|-4.8273|-4.9877|-5.1427|-5.2927|-5.4383|-5.5798|-5.7177|-5.8524|-5.9841|-6.1132|-6.2399|-6.3645|-6.4871|-6.6079|-6.7272|-6.8450|-6.9615|-7.0768|-7.1911|-7.3043|-7.4166|-7.5281,0,1,0.99,False,0.1773934030571198,1686.7123052612878,0.0547635988889476,2.8451180759589723e-06,0.0009777464637824,0.001293581679721,0.109,0.102,True,,6000.02,5.324694|4.505695|6.398828|6.901709|2.874289|5.054986|6.798972|3.819747|9.195730|4.231002
129372561,,0.6909219417772063,0.4448659344031854,0.0928158377743861,10.972685168218646,3.315,1.69513,1.94013,4.08839,-0.0368829,7747.94,106,,-1.3358400045941572,9.37319,0.63851,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0002|-0.0024|-0.0516|-0.6759|-1.7628|-2.5177|-3.1123|-3.6184|-4.0665|-4.4733|-4.8489|-5.1999|-5.5308|-5.8447|-6.1441|-6.4309|-6.7068|-6.9732|-7.2313|-7.4824|-7.7273|-7.9670|-8.2023|-8.4339|-8.6624|-8.8883|-9.1120|-9.3338|-9.5542|-9.7733|-9.9914|-10.2086|-10.4251|-10.6410|-10.8564|-11.0714|-11.2860|-11.5004|-11.7145,0,1,2.45,False,0.0110619469026548,2229.501051789616,0.1856316755487722,1.2389011814972156e-06,0.001797068059419,0.0022292846143932,0.19,0.179,True,spurious,2672.02,8.854476|8.879361|8.813337|9.444505|10.015800|9.797786|9.930550|9.596939|10.255793|8.143328
278525028,,35.729642287991275,20.950922812375296,0.0824293954941282,10.923622374077135,11.967,1.01839,1.04563,4.4043,0.0259846,5792.8,3,,-1.457803158462848,10.1495,0.321009,0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0002|-0.0716|-2.4667|-4.0449|-5.0911|-5.8867|-6.5512|-7.1518|-7.7228|-8.2801|-8.8308|-9.3782|-9.9240|-10.4689|-11.0133|-11.5575|-12.1015|-12.6454|-13.1893|-13.7331|-14.2769|-14.8207|-15.3645|-15.9083|-16.4521|-16.9959|-17.5397|-18.0835|-18.6273|-19.1711|-19.7149|-20.2587|-20.8025|-21.3463|-21.8901|-22.4339|-22.9777,0,1,0.68,False,0.247385358004827,1346.3003284214064,0.1648587909882564,8.07942975245152e-05,0.0047349181468808,0.0097967645951764,8.263,8.223,False,spurious,6816.02,10.458505|10.241137|10.503421|10.043013|10.103787|10.476472|10.619438|10.213142|9.951057|10.462936
166739520,,6.778780793200039,2.637998353060929,0.0208879767520548,10.820220597518068,2.25,1.11022,1.17329,4.33978,-0.0696232,6161.44,27,,-1.5467099064757386,9.51818,0.412827,0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0043|-0.5372|-2.4840|-3.6679|-4.5655|-5.3288|-6.0162|-6.6545|-7.2589|-7.8391|-8.4015|-8.9511|-9.4912|-10.0242|-10.5519|-11.0755|-11.5960|-12.1142|-12.6304|-13.1452|-13.6589|-14.1717|-14.6837|-15.1951|-15.7061|-16.2168|-16.7271|-17.2372|-17.7471|-18.2568|-18.7665|-19.2760|-19.7854|-20.2947|-20.8040|-21.3133|-21.8225,0,1,0.08,False,0.4374497184231697,1356.7597856973298,0.0417759535041096,7.902250805810031e-06,0.0012436849047212,0.00240773332884,0.15,0.15,False,,190.02,9.783390|9.978992|9.211369|9.965856|10.258216|9.224231|9.558162|9.562303|9.877006|9.964940
428988981,,124.657052438693,13.04854639,0.0884359068551666,10.817851700340054,2.361,0.896846,0.866107,4.51642,0.0875051,5357.38,3,,-1.8220513083724537,10.0635,0.167271,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.1498|-3.3834|-5.1975|-6.5891|-7.8226|-8.9842|-10.1098|-11.2159|-12.3102|-13.3970|-14.4789|-15.5574|-16.6334|-17.7078|-18.7809|-19.8531|-20.9246|-21.9956|-23.0662|-24.1365|-25.2065|-26.2764|-27.3460|-28.4156|-29.4850|-30.5542|-31.6234|-32.6925|-33.7615|-34.8304|-35.8992|-36.9679|-38.0366|-39.1052|-40.1737|-41.2421,0,1,2.08,False,0.0337892196299275,1803.711497480516,0.1768718137103332,0.0007533031001796,0.0077142044217426,0.0037059808682028,0.177,0.166,False,spurious,2144.02,10.317030|10.179074|10.169572|10.018892|10.018892|10.018892|10.317030|10.018892|10.018892|9.921417
326386495,,0.2266221477755563,0.08333292,0.0554851961344816,10.799813114179722,0.726,0.755802,0.724053,4.59341,0.00729374,4781.4,401,,-1.763466032952038,9.37693,0.322663,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0002|-0.0136|-0.9336|-2.5719|-3.5906|-4.4089|-5.1312|-5.7959|-6.4218|-7.0201|-7.5982|-8.1608|-8.7115|-9.2526|-9.7860|-10.3129|-10.8345|-11.3514|-11.8644|-12.3740|-12.8807|-13.3848|-13.8868|-14.3868|-14.8852|-15.3822|-15.8780|-16.3727|-16.8666|-17.3597|-17.8521|-18.3440|-18.8355|-19.3265|-19.8171|-20.3075|-20.7976|-21.2875,1,1,3.59,True,0.0002011263073209,1657.2661187988706,0.1109703922689632,5.324393246201542e-07,0.0069026944131916,0.0075708490048968,0.049,0.048,True,spurious,4424.02,8.877062|9.901817|9.750324|9.065530|9.673466|9.621191|9.271012|9.738001|9.078189|9.321798
178155732,,20.49084942530443,6.534312348250299,0.0299461459358549,10.735551452121362,1.643,1.13273,1.2558,4.28475,-0.187747,6309.65,6,,-1.3193959225691043,9.61429,0.450309,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0002|-0.0091|-0.6602|-2.0665|-3.0415|-3.7870|-4.4070|-4.9515|-5.4459|-5.9047|-6.3372|-6.7498|-7.1471|-7.5328|-7.9093|-8.2788|-8.6428|-9.0024|-9.3586|-9.7119|-10.0630|-10.4121|-10.7597|-11.1060|-11.4511|-11.7953|-12.1386|-12.4812|-12.8231|-13.1645|-13.5053|-13.8457|-14.1857|-14.5253|-14.8646|-15.2036|-15.5424|-15.8809,1,3,3.12,True,0.0002011263073209,1392.5073312874883,0.0598922918717098,2.8141562044590875e-05,0.0021315021071879,0.0032210378065764,0.108,0.109,False,spurious,396.04,9.436456|9.364596|9.621680|9.218461|10.705004|9.158140|9.457677|10.115339|9.542417|9.705398
356916207,,189.49504722476075,45.633230304815314,0.0472520503709821,10.638616100941965,3.208,1.07667,1.1625,4.33249,0.0118828,5957.0,5,,-1.598862597217006,4.25816,1.18071,-0.0001|-0.0001|-0.0003|-0.0008|-0.0021|-0.0060|-0.0175|-0.0532|-0.1550|-0.3765|-0.7107|-1.0903|-1.4589|-1.7992|-2.1123|-2.4029|-2.6749|-2.9314|-3.1746|-3.4063|-3.6276|-3.8398|-4.0435|-4.2394|-4.4280|-4.6097|-4.7850|-4.9542|-5.1175|-5.2753|-5.4280|-5.5757|-5.7189|-5.8578|-5.9929|-6.1243|-6.2524|-6.3776|-6.5001|-6.6201|-6.7380|-6.8540|-6.9683|-7.0810|-7.1924|-7.3025|-7.4116|-7.5198,2,1,2.08,False,0.0337892196299275,1728.9924309509806,0.0945041007419642,0.0002782308418259,0.0014600871050717,0.0022237202236006,0.22,0.219,False,spurious|snrd,6044.02,3.048186|7.396101|6.050323|4.418765|9.020354|4.311254|6.443492|6.081983|7.014352|5.141447
209408136,,5.286003375535652,2.5593331888754163,0.0259783521420461,10.625060862270882,4.967,1.19589,1.29085,4.28969,0.155239,6154.01,19,,-1.553106077771449,9.35502,0.300622,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0002|-0.0115|-0.8661|-2.5699|-3.6186|-4.4037|-5.0424|-5.5950|-6.0974|-6.5697|-7.0228|-7.4628|-7.8934|-8.3167|-8.7345|-9.1477|-9.5574|-9.9641|-10.3684|-10.7707|-11.1713|-11.5707|-11.9688|-12.3660|-12.7625|-13.1582|-13.5534|-13.9481|-14.3424|-14.7364|-15.1300|-15.5234|-15.9166|-16.3096|-16.7024|-17.0950|-17.4876|-17.8800,0,1,-0.1,False,0.5120675784392599,1413.511732403189,0.0519567042840922,3.698385099716444e-06,0.0016302039282009,0.001851658727256,0.347,0.345,False,spurious,2681.02,9.334331|9.466036|9.843840|8.805747|9.655338|9.933469|9.374823|9.316823|9.919979|9.156600
137843225,,78.38218662171698,32.192490808805765,0.0240321223680507,10.612160004343108,4.924,0.733078,0.723307,4.58206,-0.00211925,4717.0,4,,-1.4916852713024222,9.56589,0.191687,0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0023|-0.6434|-2.7881|-4.1235|-5.1696|-6.0515|-6.8133|-7.4893|-8.1116|-8.7036|-9.2793|-9.8464|-10.4089|-10.9691|-11.5279|-12.0859|-12.6435|-13.2009|-13.7582|-14.3153|-14.8725|-15.4296|-15.9866|-16.5437|-17.1008|-17.6578|-18.2149|-18.7720|-19.3290|-19.8861|-20.4432|-21.0002|-21.5573|-22.1143|-22.6714|-23.2285|-23.7855,0,1,2.23,False,0.0257441673370876,1743.5975485090166,0.0480642447361014,0.0001666714024431,0.0022523823749487,0.0026961338275734,0.435,0.421,False,spurious,5706.02,9.455814|9.455252|10.001271|9.515046|9.739622|9.454405|9.829431|9.718646|10.263436|9.809659
224279091,,25.64384857086297,14.7551401910654,0.0729416212247386,10.56566893997203,3.045,0.892907,0.853354,4.5241,-0.0930409,5505.71,4,,-1.5065510823688608,9.3482,0.449583,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0002|-0.0107|-0.8693|-2.6024|-3.6815|-4.5267|-5.2458|-5.8820|-6.4615|-7.0024|-7.5167|-8.0125|-8.4948|-8.9669|-9.4312|-9.8892|-10.3422|-10.7912|-11.2368|-11.6797|-12.1204|-12.5593|-12.9967|-13.4329|-13.8681|-14.3025|-14.7363|-15.1695|-15.6022|-16.0346|-16.4667|-16.8985|-17.3302|-17.7616|-18.1930|-18.6242|-19.0553|-19.4864,0,1,0.4,False,0.3278358809332261,1368.8959433338605,0.1458832424494772,5.89821381246208e-05,0.0029801213563312,0.0038274063532866,0.222,0.207,True,spurious,4658.02,8.871518|9.526334|9.154831|9.655378|9.474073|9.877562|9.466749|10.038607|9.639979|9.120827
232971294,,26.564429874496053,18.21518743,0.1293506062211803,10.53625007605456,2.135,1.19195,1.2806,4.29032,0.0937096,6168.15,8,,-1.843535743083748,9.70848,0.187545,0.0000|0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0003|-0.7698|-3.8373|-5.3926|-6.5496|-7.5727|-8.5455|-9.4946|-10.4302|-11.3572|-12.2786|-13.1960|-14.1106|-15.0232|-15.9344|-16.8446|-17.7540|-18.6630|-19.5716|-20.4799|-21.3880|-22.2960|-23.2039|-24.1117|-25.0195|-25.9272|-26.8349|-27.7426|-28.6502|-29.5579|-30.4656|-31.3732|-32.2809|-33.1885|-34.0961|-35.0038|-35.9114,0,1,0.74,False,0.2302896218825422,1701.5710411462933,0.2587012124423606,0.0001707151471518,0.006976050909759,0.0057546619306336,0.144,0.135,True,spurious,1281.02,9.897509|9.629987|9.894719|9.979638|9.835054|9.789831|9.635037|9.827905|9.638245|9.629987
303204165,,3.293091011938053,2.147575936147449,0.0456364329033055,10.420107554208482,1.463,1.01152,0.970113,4.46606,0.0254994,5771.64,29,,-1.410854202163151,9.76607,0.175055,0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0005|-0.6345|-3.4091|-4.8629|-5.9716|-6.9638|-7.9073|-8.8259|-9.7299|-10.6244|-11.5126|-12.3964|-13.2769|-14.1550|-15.0313|-15.9062|-16.7799|-17.6528|-18.5250|-19.3966|-20.2677|-21.1384|-22.0088|-22.8789|-23.7487|-24.6183|-25.4877|-26.3569|-27.2259|-28.0949|-28.9636|-29.8323|-30.7009|-31.5693|-32.4377|-33.3060|-34.1742,0,2,1.68,False,0.0724054706355591,2449.847095438745,0.091272865806611,2.3452691240440466e-06,0.0004842689082207,0.0007538006900392,0.098,0.092,True,,4647.03,9.612753|9.845938|9.799569|10.138792|9.601598|9.854730|9.862990|9.771876|9.921203|9.572900
294097592,,39.56211080120983,33.495293047234114,0.0100728467749616,10.403663735403628,10.905,0.81582,0.794328,4.54906,0.155111,4987.55,3,,-1.1820444876150384,9.69049,0.27868,0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0033|-0.6385|-2.6532|-3.8185|-4.6927|-5.4259|-6.0768|-6.6758|-7.2411|-7.7842|-8.3125|-8.8306|-9.3416|-9.8476|-10.3499|-10.8496|-11.3472|-11.8434|-12.3384|-12.8326|-13.3261|-13.8191|-14.3116|-14.8039|-15.2959|-15.7876|-16.2793|-16.7708|-17.2622|-17.7535|-18.2448|-18.7360|-19.2272|-19.7183|-20.2094|-20.7005|-21.1915,0,1,1.27,False,0.1267095736122284,2997.598520248197,0.0201456935499232,0.0001307176344781,0.001519363134333,0.002387661296271,0.778,0.762,False,spurious,4286.02,9.552074|9.361124|9.755394|9.921886|9.569170|10.086980|9.204595|9.731443|9.702404|10.114915
432758245,,11.249616892050987,8.787140219930587,0.0287489970125746,10.182192649190323,3.264,0.871046,0.851928,4.51886,0.0185278,5317.0,5,,-1.1991168758216006,9.1668,0.299976,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0003|-0.0179|-0.9987|-2.5002|-3.4424|-4.1318|-4.6707|-5.1126|-5.4905|-5.8268|-6.1367|-6.4301|-6.7134|-6.9903|-7.2632|-7.5336|-7.8022|-8.0698|-8.3366|-8.6029|-8.8689|-9.1346|-9.4002|-9.6656|-9.9310|-10.1963|-10.4615|-10.7268|-10.9919|-11.2571|-11.5223|-11.7875|-12.0526|-12.3178|-12.5829|-12.8481|-13.1132|-13.3784,0,1,0.08,False,0.4364440868865648,1773.4806641144678,0.0574979940251492,2.159086186832469e-05,0.003874230109193,0.0032998773136252,0.293,0.282,False,spurious,6254.02,9.773606|9.141424|9.773606|9.045665|9.045665|9.045665|9.247583|9.773606|9.773606|9.045665
224293782,,11.803757920815446,2.690406584803516,0.0141761400971735,10.146843613701476,11.205,1.44413,2.20094,3.9044,-0.25861,6640.81,10,,-1.74694755256901,8.41798,0.513185,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0021|-0.1849|-1.6193|-2.7645|-3.6072|-4.2912|-4.8794|-5.4072|-5.8952|-6.3554|-6.7947|-7.2177|-7.6273|-8.0260|-8.4155|-8.7975|-9.1734|-9.5443|-9.9111|-10.2748|-10.6359|-10.9950|-11.3525|-11.7087|-12.0640|-12.4185|-12.7724|-13.1258|-13.4789|-13.8316|-14.1842|-14.5365|-14.8887|-15.2408|-15.5928|-15.9447|-16.2965|-16.6483,0,1,-0.27,False,0.5587288817377313,1714.093560137786,0.028352280194347,6.338165635984947e-05,0.003510026450539,0.0087704327903414,0.666,0.68,True,spurious,5603.02,8.210735|8.603841|8.532405|9.274644|8.548011|9.187062|9.350678|8.588481|8.425762|8.522746
71347873,,31.910833960513614,16.916650347731796,0.0223332367577146,10.088856660767483,2.51,0.488322,0.502862,4.7203,-0.0593014,3643.48,7,,-1.1810189119123844,9.28619,0.300187,0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0058|-1.0376|-2.9462|-4.0496|-4.8163|-5.3972|-5.8852|-6.3302|-6.7555|-7.1715|-7.5826|-7.9911|-8.3979|-8.8037|-9.2085|-9.6126|-10.0161|-10.4190|-10.8213|-11.2232|-11.6245|-12.0255|-12.4259|-12.8260|-13.2258|-13.6251|-14.0242|-14.4229|-14.8214|-15.2195|-15.6175|-16.0152|-16.4126|-16.8099|-17.2070|-17.6039|-18.0006,0,1,1.59,False,0.082864038616251,1859.428438222967,0.0446664735154292,7.568559966927006e-05,0.0025482664349265,0.0019740400124866,0.22,0.213,True,spurious,2293.02,9.921215|9.155029|9.611578|9.439093|9.803902|9.118588|9.600642|9.311707|9.542310|9.333631
50751260,,0.5754998200589622,0.4259258879784742,0.1219628297230401,10.088254229230325,4.074,1.29706,1.41444,4.24486,-0.12366,6735.81,80,,-1.1254832994172743,1.91244,0.550525,-0.0127|-0.0194|-0.0299|-0.0461|-0.0712|-0.1097|-0.1678|-0.2526|-0.3701|-0.5218|-0.7024|-0.9019|-1.1099|-1.3180|-1.5208|-1.7155|-1.9011|-2.0773|-2.2445|-2.4031|-2.5540|-2.6975|-2.8344|-2.9651|-3.0901|-3.2099|-3.3249|-3.4354|-3.5418|-3.6443|-3.7433|-3.8391|-3.9318|-4.0216|-4.1089|-4.1938|-4.2764|-4.3570|-4.4356|-4.5125|-4.5877|-4.6613|-4.7335|-4.8044|-4.8740|-4.9425|-5.0098|-5.0762,0,1,1.26,False,0.1281174577634754,2964.442467567977,0.2439256594460802,2.1674435160354573e-06,0.0017296549170629,0.0030056784741564,0.271,0.259,True,spurious,4785.02,7.826753|1.947761|1.801004|1.932925|9.074527|2.012303
237913194,,78.1524062738221,70.0690969,0.0958475691756505,10.03485049952926,3.888,1.05321,1.0676,4.39892,0.164167,5789.25,3,,-1.411768399437801,9.45426,0.170956,0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0024|-1.3205|-3.5386|-4.7888|-5.7531|-6.5873|-7.3487|-8.0661|-8.7564|-9.4301|-10.0936|-10.7508|-11.4042|-12.0552|-12.7048|-13.3534|-14.0013|-14.6489|-15.2963|-15.9434|-16.5905|-17.2375|-17.8845|-18.5314|-19.1783|-19.8252|-20.4721|-21.1189|-21.7658|-22.4127|-23.0595|-23.7064|-24.3533|-25.0001|-25.6470|-26.2938|-26.9407,0,1,1.44,False,0.1025744167337087,1395.4157204250805,0.191695138351301,0.0001783144606302,0.004835209375435,0.0039132903616116,0.289,0.275,False,spurious,2179.02,9.731345|9.224952|9.693021|9.370027|9.425812|9.399249|9.497384|9.342052|9.732083|9.381420
26305150,,24.030675243363312,0.0856678140636427,0.0385099174265908,9.998698437430123,11.652,1.13412,1.68008,4.03078,0.257135,5664.48,4,,-1.7954440945481571,8.66962,0.381248,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0015|-0.1792|-1.7738|-2.9590|-3.8072|-4.4823|-5.0549|-5.5638|-6.0320|-6.4736|-6.8971|-7.3080|-7.7098|-8.1049|-8.4948|-8.8808|-9.2637|-9.6441|-10.0226|-10.3995|-10.7751|-11.1496|-11.5232|-11.8961|-12.2682|-12.6399|-13.0110|-13.3816|-13.7519|-14.1219|-14.4915|-14.8608|-15.2299|-15.5988|-15.9675|-16.3359|-16.7042|-17.0723,0,1,0.26,False,0.3706757843925986,2255.93477719836,0.0770198348531816,5.831924020526939e-05,0.0021983088436678,0.0035510598187162,0.913,0.894,False,spurious,4845.02,8.622077|8.283380|9.369286|8.429044|9.213365|8.688789|8.577344|8.809568|8.376343|8.712399
144301273,,43.58810168364399,27.335951810204108,0.066138567447018,9.91703444454604,5.512,0.97022,0.972155,4.44156,0.260619,5468.04,3,,-0.9234302722998352,9.39541,0.198246,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0070|-0.9554|-2.8963|-4.0888|-5.0267|-5.8164|-6.5020|-7.1175|-7.6903|-8.2391|-8.7749|-9.3034|-9.8277|-10.3493|-10.8691|-11.3876|-11.9050|-12.4216|-12.9373|-13.4524|-13.9668|-14.4807|-14.9941|-15.5071|-16.0196|-16.5317|-17.0435|-17.5550|-18.0663|-18.5773|-19.0880|-19.5986|-20.1089|-20.6192|-21.1292|-21.6392|-22.1490,1,1,1.22,False,0.1363636363636363,1381.476608298719,0.132277134894036,9.604840957652192e-05,0.005814853626145,0.0046910055225014,0.469,0.444,False,spurious,376.02,9.427227|9.688161|8.999393|9.879983|9.268205|9.466696|9.781541|9.747428|9.610088|9.114436
191284318,,56.87250599863606,8.195939352847429,0.0669646583799512,9.838814969184074,4.187,1.13557,1.17731,4.34614,0.0452188,6089.94,3,,-1.8930159105825008,9.33934,0.139013,0.0000|0.0000|0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0010|-2.0662|-4.5548|-6.0445|-7.2677|-8.3967|-9.4871|-10.5592|-11.6213|-12.6768|-13.7278|-14.7751|-15.8197|-16.8619|-17.9023|-18.9412|-19.9790|-21.0157|-22.0516|-23.0870|-24.1218|-25.1563|-26.1904|-27.2243|-28.2580|-29.2915|-30.3249|-31.3582|-32.3914|-33.4245|-34.4576|-35.4907|-36.5237|-37.5567|-38.5897|-39.6226|-40.6556,0,1,1.29,False,0.1240949316170555,1772.889165986329,0.1339293167599024,0.0001566359582747,0.0039068040404394,0.0044355265723834,0.302,0.296,False,spurious,1458.02,9.508303|9.422024|9.409375|9.446264|9.251955|9.126899|9.422024|9.519420|9.421920|9.347091
139251123,,0.7456653016349027,0.4614277976313267,0.0185341862501952,9.757592679486194,3.624,1.17759,2.08423,3.85516,0.0187528,5531.54,144,,-1.3546271802884635,8.46155,0.496598,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0004|-0.0101|-0.2978|-1.5215|-2.4354|-3.1121|-3.6755|-4.1709|-4.6208|-5.0384|-5.4321|-5.8078|-6.1694|-6.5201|-6.8620|-7.1968|-7.5258|-7.8500|-8.1702|-8.4871|-8.8011|-9.1127|-9.4222|-9.7299|-10.0360|-10.3408|-10.6443|-10.9468|-11.2484|-11.5491|-11.8491|-12.1485|-12.4472|-12.7455|-13.0432|-13.3405|-13.6375|-13.9340|-14.2303,0,1,0.73,False,0.2333065164923572,1325.810040754266,0.0370683725003904,7.551974597937283e-07,0.002157902365058,0.0020096955702882,0.289,0.285,True,spurious,2488.02,8.941068|7.944736|8.224888|7.590894|8.848768|9.252431|8.341875|9.030617|8.287808|8.680769
