TIC,TOI,Period,Phase,Tau,SNR,Radius_planet,Mass,Radius,logg,FEH,Teff,Number of Valid Transits,Has Visible TTVs,log10(p value),μ(SNR | null),σ(SNR | null),sm_sf_grid,_cand_idx,Multiplicity,outlier_score,Interesting,ood_pvalue,Epoch,Duration,err_Period,err_Epoch,err_Duration,Radius_planet_errp,Radius_planet_errm,passed_all_tests,failed_tests,proposed_toi,nst_samples
400899926,,0.3705263922173061,0.31944286,0.010416615,9.75009329820504,4.922,1.29556,1.31492,4.31272,0.070836,6538.96,317,,-1.7928286388710797,8.77245,0.264339,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0006|-0.0879|-2.0732|-3.4746|-4.4133|-5.1598|-5.8033|-6.3886|-6.9399|-7.4702|-7.9873|-8.4956|-8.9981|-9.4965|-9.9920|-10.4857|-10.9779|-11.4691|-11.9596|-12.4495|-12.9391|-13.4283|-13.9173|-14.4061|-14.8948|-15.3833|-15.8718|-16.3601|-16.8484|-17.3367|-17.8249|-18.3130|-18.8011|-19.2892|-19.7772|-20.2652|-20.7532|-21.2411,0,1,1.27,False,0.1261061946902655,2718.955654312391,0.02083323,5.132158582544444e-07,0.0004982992781943,0.000883536205612,0.326,0.333,True,spurious,4082.02,9.069273|9.115359|8.867753|9.124421|8.838504|8.890254|8.523016|8.837651|8.673893|8.160236
396649769,,8.08092152169815,2.3054184731397585,0.0580141848192714,9.681013411796746,11.733,1.28466,1.61019,4.11204,0.131278,6064.95,10,,-1.776909595271972,8.18177,0.369991,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0004|-0.0152|-0.6407|-2.0370|-2.9646|-3.6859|-4.2990|-4.8458|-5.3490|-5.8224|-6.2745|-6.7111|-7.1363|-7.5527|-7.9623|-8.3665|-8.7662|-9.1622|-9.5551|-9.9453|-10.3332|-10.7190|-11.1030|-11.4854|-11.8662|-12.2457|-12.6240|-13.0012|-13.3773|-13.7524|-14.1267|-14.5002|-14.8729|-15.2450|-15.6164|-15.9872|-16.3574|-16.7271|-17.0964,0,1,-0.96,False,0.7767497988736927,3071.051941095852,0.1160283696385428,3.431209749435238e-05,0.0021293407819901,0.0032767064983684,0.857,0.821,True,spurious,5039.02,7.773918|8.416031|8.003279|7.737098|8.817744|7.861442|8.411275|7.796585|8.560295|8.440076
402026209,,91.99614379787997,12.250584939904572,0.0165743301589849,9.679619263484897,6.492,0.937719,0.900458,4.49865,0.119855,5452.75,3,,-1.777567559300251,9.30663,0.148713,0.0000|0.0000|0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0016|-2.1866|-4.5031|-5.9897|-7.2407|-8.4040|-9.5317|-10.6432|-11.7465|-12.8451|-13.9407|-15.0342|-16.1262|-17.2169|-18.3067|-19.3955|-20.4836|-21.5711|-22.6579|-23.7442|-24.8301|-25.9155|-27.0005|-28.0851|-29.1695|-30.2535|-31.3372|-32.4207|-33.5040|-34.5870|-35.6698|-36.7525|-37.8349|-38.9172|-39.9994|-41.0814|-42.1632,4,1,2.02,False,0.0390185036202735,1366.3746418561786,0.0331486603179698,0.0001419918950465,0.0015604561627846,0.0024397672925848,0.459,0.459,False,spurious,232.02,9.363386|9.342026|9.333794|9.532324|9.333794|9.333794|9.294922|9.018633|9.294922|9.333794
36592530,,15.849631645580342,6.368166249138648,0.0269387930439149,9.673892290581351,5.906,1.15549,1.23529,4.31215,0.0807951,6121.32,3,,-1.3320100927287222,9.01209,0.268948,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0002|-0.0347|-1.6382|-3.1826|-4.2581|-5.1593|-5.9790|-6.7531|-7.4977|-8.2216|-8.9301|-9.6268|-10.3142|-10.9941|-11.6679|-12.3365|-13.0009|-13.6616|-14.3191|-14.9740|-15.6264|-16.2768|-16.9254|-17.5724|-18.2180|-18.8624|-19.5056|-20.1480|-20.7894|-21.4301|-22.0701|-22.7096|-23.3484|-23.9869|-24.6248|-25.2624|-25.8996|-26.5366,0,1,0.07,False,0.4400643604183427,2454.0690643247217,0.0538775860878298,4.670260088765093e-05,0.0012889729067775,0.002510403303477,0.417,0.419,True,spurious,4525.02,8.825428|9.278691|9.335757|8.820922|8.825394|9.277859|8.826874|9.065208|8.823103|9.503378
304339227,,17.974332332868645,1.3857823627742272,0.0138099204474118,9.66598146484624,3.309,1.06895,1.09442,4.38227,-0.113132,6087.49,4,,-1.458612280474313,8.74588,0.351342,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0015|-0.1141|-1.7867|-3.0415|-3.8850|-4.5418|-5.0911|-5.5753|-6.0199|-6.4402|-6.8454|-7.2411|-7.6306|-8.0158|-8.3980|-8.7782|-9.1569|-9.5343|-9.9109|-10.2867|-10.6618|-11.0365|-11.4106|-11.7844|-12.1578|-12.5308|-12.9035|-13.2759|-13.6479|-14.0197|-14.3912|-14.7625|-15.1335|-15.5043|-15.8748|-16.2451|-16.6151|-16.9850,0,1,0.19,False,0.3907884151246983,1655.314649288077,0.0276198408948236,1.968315555786621e-05,0.0016387826527177,0.0018419043733364,0.224,0.223,False,spurious,4629.02,8.772227|8.927625|9.116674|9.126411|8.890822|8.165830|8.977446|8.576149|9.148188|8.178665
418301643,,5.651249563945092,3.4841595219247368,0.0812931433668148,9.608873159133218,1.785,1.34535,1.50011,4.20115,-0.0830541,6675.0,60,,-1.5115165463038724,8.81894,0.297997,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0002|-0.0412|-1.9598|-3.5314|-4.5138|-5.2020|-5.7459|-6.2341|-6.7024|-7.1630|-7.6201|-8.0752|-8.5289|-8.9815|-9.4331|-9.8839|-10.3338|-10.7831|-11.2317|-11.6796|-12.1271|-12.5740|-13.0204|-13.4664|-13.9120|-14.3573|-14.8022|-15.2468|-15.6911|-16.1352|-16.5790|-17.0225|-17.4659|-17.9090|-18.3519|-18.7947|-19.2373|-19.6798,0,1,1.15,False,0.1500402252614642,1768.17440789612,0.1625862867336296,9.8032398518269e-06,0.0029379386998144,0.0023209769260622,0.116,0.111,True,,6247.02,8.841861|8.922111|8.661171|9.185047|9.271345|9.078869|8.899362|9.063473|9.256765|8.532841
66151343,,32.27545486465204,24.037026062109675,0.0186989795916144,9.607321628824618,23.017,1.29205,1.31785,4.30117,-0.07158,6636.33,3,,-1.6145923856103377,8.79949,0.30934,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0007|-0.0893|-2.0824|-3.4990|-4.4787|-5.2911|-6.0056|-6.6463|-7.2281|-7.7661|-8.2746|-8.7649|-9.2446|-9.7182|-10.1883|-10.6565|-11.1236|-11.5900|-12.0561|-12.5220|-12.9878|-13.4535|-13.9192|-14.3848|-14.8505|-15.3161|-15.7817|-16.2473|-16.7129|-17.1785|-17.6441|-18.1098|-18.5754|-19.0410|-19.5066|-19.9722|-20.4378|-20.9034,0,1,1.46,False,0.1007642799678198,2987.975996812805,0.0373979591832288,8.797415546048323e-05,0.00114815570296,0.0022700131950534,1.453,1.472,False,spurious,2846.02,8.466955|8.032465|8.969840|8.926834|8.933531|8.987937|8.933531|9.125123|8.677160|8.947517
229944666,,156.34742561503543,31.15262326,0.0411953200658724,9.576865576094685,3.15,0.874069,0.842851,4.52003,0.0441571,5269.14,5,,-0.9753779644453164,3.80467,1.09858,-0.0004|-0.0008|-0.0017|-0.0036|-0.0077|-0.0169|-0.0378|-0.0843|-0.1788|-0.3367|-0.5478|-0.7890|-1.0391|-1.2847|-1.5203|-1.7447|-1.9583|-2.1620|-2.3569|-2.5437|-2.7232|-2.8960|-3.0628|-3.2240|-3.3801|-3.5314|-3.6783|-3.8212|-3.9604|-4.0961|-4.2286|-4.3581|-4.4849|-4.6092|-4.7311|-4.8507|-4.9684|-5.0841|-5.1981|-5.3104|-5.4212|-5.5305|-5.6385|-5.7453|-5.8508|-5.9552|-6.0586|-6.1609,1,1,2.09,False,0.0335880933226065,1714.511367471889,0.0823906401317448,0.0002068001243084,0.0017875751850755,0.0021766338844432,0.253,0.249,False,spurious,1464.02,4.898914|3.542050|3.650741|9.284549|4.387093|8.372143|9.550005|3.551427|9.463293|4.836610
183532609,,13.950831022646906,13.897231534834166,0.1091792926759273,9.532445239053528,2.69,0.998158,0.969171,4.462,0.210974,5587.16,3,,-1.7315506406605994,8.92089,0.162397,0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0341|-2.4057|-3.9940|-4.9021|-5.5807|-6.1762|-6.7365|-7.2788|-7.8105|-8.3354|-8.8554|-9.3719|-9.8856|-10.3972|-10.9070|-11.4153|-11.9224|-12.4284|-12.9335|-13.4378|-13.9414|-14.4445|-14.9470|-15.4491|-15.9507|-16.4521|-16.9531|-17.4539|-17.9544|-18.4547|-18.9549|-19.4549|-19.9547|-20.4545|-20.9541|-21.4537|-21.9532,0,1,0.04,False,0.4549477071600965,1368.021375497803,0.2183585853518546,3.859044184705434e-05,0.003075305353315,0.0026226625084568,0.194,0.185,True,spurious,191.02,8.700825|9.153497|8.779730|8.724679|9.080655|9.062881|8.789443|9.109394|8.860915|8.946862
160440924,,101.35871137019784,88.5900238516235,0.0388169844345871,9.47538038823368,9.169,1.12936,2.20935,3.78945,0.185726,5051.55,3,,-1.0646386555572078,3.65851,2.3576,-0.0027|-0.0048|-0.0084|-0.0151|-0.0272|-0.0493|-0.0892|-0.1591|-0.2731|-0.4392|-0.6514|-0.8931|-1.1462|-1.3980|-1.6414|-1.8740|-2.0954|-2.3061|-2.5069|-2.6988|-2.8824|-3.0585|-3.2276|-3.3902|-3.5467|-3.6976|-3.8431|-3.9836|-4.1193|-4.2506|-4.3775|-4.5004|-4.6195|-4.7350|-4.8471|-4.9560|-5.0619|-5.1650|-5.2654|-5.3633|-5.4589|-5.5524|-5.6438|-5.7333|-5.8210|-5.9071|-5.9917|-6.0748,2,1,1.83,False,0.0563153660498793,2479.2464764486067,0.0776339688691742,0.0006342189623643,0.0049577170601847,0.004831365888843,0.694,0.686,False,spurious,1814.02,4.997725|4.214778|8.640038|2.651781|3.469740|4.276506|7.857914|9.406477|1.448498
291109653,,28.9449820478324,16.030055631594134,0.0351903069191722,9.456518936276096,3.374,0.53759,0.560745,4.6649,0.10129,3716.65,3,,-1.2947224613197357,8.60887,0.302662,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0013|-0.1673|-1.8625|-3.1302|-4.0433|-4.7820|-5.4203|-5.9965|-6.5319|-7.0394|-7.5267|-7.9991|-8.4602|-8.9127|-9.3583|-9.7988|-10.2351|-10.6682|-11.0988|-11.5274|-11.9544|-12.3802|-12.8050|-13.2290|-13.6523|-14.0752|-14.4977|-14.9198|-15.3416|-15.7633|-16.1847|-16.6061|-17.0272|-17.4483|-17.8693|-18.2903|-18.7111|-19.1320,1,1,1.74,False,0.0663716814159292,1946.3381377807816,0.0703806138383444,6.708145103194987e-05,0.0031869875320212,0.0037353567895708,0.309,0.291,False,spurious,5486.02,8.242404|8.685081|8.990286|8.643001|8.434934|9.099088|8.619011|8.435343|9.274983|8.673347
125424836,,17.893856774891358,9.876069916080825,0.0232295282635036,9.320500382595412,8.162,1.07192,1.14261,4.34503,0.238929,5786.67,3,,-1.4937990638188277,8.69215,0.209033,0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0003|-0.1333|-2.5065|-4.0496|-5.1736|-6.1143|-6.9511|-7.7219|-8.4495|-9.1499|-9.8333|-10.5064|-11.1733|-11.8363|-12.4970|-13.1563|-13.8146|-14.4723|-15.1296|-15.7866|-16.4434|-17.1002|-17.7569|-18.4135|-19.0700|-19.7266|-20.3831|-21.0396|-21.6961|-22.3526|-23.0091|-23.6656|-24.3220|-24.9785|-25.6350|-26.2915|-26.9480|-27.6044,0,1,-0.06,False,0.4915526950925181,1609.9551581284031,0.0464590565270072,6.423316572193507e-05,0.006513951731048,0.0027416126847072,0.642,0.632,True,spurious,3250.02,8.628782|8.670908|8.677074|8.265252|8.669598|8.789192|8.781001|8.649222|8.623364|9.167143
234519192,,1.7296131906833236,0.4533019233104335,0.2611867116096941,9.278521844913053,2.964,1.99434,3.94907,3.5347,0.0115774,6646.46,109,,-1.818679386456048,7.58057,0.44619,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0002|-0.0034|-0.1234|-1.2306|-2.3103|-3.0878|-3.7236|-4.2789|-4.7826|-5.2508|-5.6928|-6.1147|-6.5208|-6.9139|-7.2966|-7.6705|-8.0370|-8.3974|-8.7526|-9.1032|-9.4499|-9.7931|-10.1334|-10.4710|-10.8061|-11.1391|-11.4701|-11.7994|-12.1271|-12.4532|-12.7781|-13.1016|-13.4241|-13.7456|-14.0661|-14.3857|-14.7045|-15.0227|-15.3402|-15.6570,0,1,0.98,False,0.1794046661303298,1325.8002220434137,0.5223734232193882,1.5833427504467506e-06,0.001386198963453,0.0018655940277354,0.183,0.178,False,spurious,196.02,8.518887|7.790473|7.913156|6.733991|7.656466|7.621839|7.401690|7.645965|7.154260|7.515250
284441182,,18.08816496351617,7.480403977281909,0.0537352463300046,9.266995258461725,2.079,0.448659,0.455431,4.7674,-0.406514,3693.35,4,,-1.5870169249578066,8.28744,0.305229,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0031|-0.6465|-2.3986|-3.5639|-4.4711|-5.2493|-5.9532|-6.6115|-7.2409|-7.8514|-8.4493|-9.0384|-9.6212|-10.1994|-10.7740|-11.3460|-11.9157|-12.4837|-13.0503|-13.6156|-14.1799|-14.7433|-15.3060|-15.8680|-16.4294|-16.9902|-17.5505|-18.1104|-18.6699|-19.2290|-19.7878|-20.3462|-20.9043|-21.4621|-22.0196|-22.5769|-23.1339|-23.6907,0,1,0.97,False,0.1810136765888978,1772.1722831614316,0.1074704926600092,4.948666950647563e-05,0.0031880486888703,0.007638136364808,0.201,0.191,True,spurious,1470.02,8.178191|9.092623|8.117952|8.464238|8.459090|8.176444|8.073314|8.118141|8.121147|8.203807
153976959,,3.2355731405338544,2.698894220263653,0.0394634929212922,9.178256953638504,1.105,0.852757,0.813668,4.54347,0.146081,5098.03,49,,-1.3700550213497735,8.45497,0.21351,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0013|-0.3372|-2.5078|-3.7979|-4.7244|-5.4854|-6.1683|-6.8106|-7.4291|-8.0320|-8.6239|-9.2076|-9.7850|-10.3575|-10.9259|-11.4911|-12.0535|-12.6135|-13.1715|-13.7278|-14.2824|-14.8357|-15.3876|-15.9384|-16.4882|-17.0370|-17.5849|-18.1321|-18.6785|-19.2243|-19.7695|-20.3141|-20.8583|-21.4020|-21.9453|-22.4883|-23.0309|-23.5732,0,1,1.03,False,0.1701528559935639,1686.0548940049484,0.0789269858425844,7.051100332425599e-06,0.0017225729601776,0.0029289942066936,0.085,0.081,True,spurious,1435.02,8.156568|8.872805|8.488783|8.494958|8.069428|8.518987|8.435551|8.813859|8.436120|8.557294
34646336,,19.39891636466559,17.172541044340186,0.0201858453413692,9.175030084408649,9.144,0.949469,0.968651,4.43591,0.127644,5521.87,7,,-1.4005152317638276,8.44339,0.236699,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0010|-0.3416|-2.5775|-3.9367|-5.0099|-5.9676|-6.8669|-7.7330|-8.5786|-9.4104|-10.2323|-11.0468|-11.8555|-12.6595|-13.4597|-14.2568|-15.0512|-15.8433|-16.6335|-17.4220|-18.2092|-18.9951|-19.7799|-20.5639|-21.3469|-22.1293|-22.9110|-23.6922|-24.4728|-25.2529|-26.0326|-26.8119|-27.5908|-28.3694|-29.1476|-29.9256|-30.7032|-31.4806,0,1,0.07,False,0.4408688656476267,2491.354228898883,0.0403716906827384,6.479082841121656e-05,0.002364168002419,0.002743395535318,0.816,0.788,False,spurious,3675.02,8.451711|8.784424|8.169801|8.533067|8.231584|8.868095|8.592417|8.499610|8.446604|8.296860
256158543,,29.42505923493915,26.611784706078065,0.1633723297799437,9.169284724403605,4.771,1.05295,1.32527,4.20839,-0.583947,6539.55,3,,-1.677422407626198,8.96678,0.0616383,0.0000|0.0000|0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0044|-3.5666|-5.7281|-7.1948|-8.5206|-9.8129|-11.0928|-12.3662|-13.6356|-14.9021|-16.1668|-17.4302|-18.6926|-19.9544|-21.2158|-22.4769|-23.7377|-24.9984|-26.2590|-27.5196|-28.7801|-30.0405|-31.3010|-32.5614|-33.8218|-35.0822|-36.3426|-37.6030|-38.8634|-40.1238|-41.3842|-42.6446|-43.9050|-45.1654|-46.4258|-47.6862|-48.9466,0,1,0.97,False,0.1816170555108608,1654.0213819751516,0.3267446595598874,0.0002354352989811,0.0173243921534991,0.011905094024552,0.359,0.341,True,spurious,3329.02,8.911052|8.925679|9.080592|8.933796|8.995770|8.915028|9.037895|9.039971|8.962652|9.022160
142618165,,18.32942596201488,17.489595354670527,0.0330649639929601,9.149315112932808,4.378,1.07623,1.04767,4.42744,0.201672,5813.37,12,,-1.5991006777463506,8.48454,0.182223,0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0003|-0.3313|-3.1125|-4.5712|-5.5720|-6.4014|-7.1542|-7.8648|-8.5499|-9.2192|-9.8787|-10.5318|-11.1807|-11.8269|-12.4712|-13.1142|-13.7563|-14.3978|-15.0389|-15.6796|-16.3201|-16.9605|-17.6007|-18.2408|-18.8809|-19.5210|-20.1610|-20.8010|-21.4409|-22.0809|-22.7208|-23.3608|-24.0007|-24.6407|-25.2806|-25.9205|-26.5604|-27.2004,0,1,0.2,False,0.3903861625100563,1700.872523302678,0.0661299279859202,8.620034819891096e-05,0.0046707165556127,0.0036187129672332,0.321,0.319,False,spurious,3853.02,8.304685|8.611224|8.380011|8.496939|8.560909|8.538300|8.507146|8.817406|8.531924|8.260217
210083929,,13.067510482354471,7.695745128708844,0.036831058483469,9.12851269196673,4.546,1.08054,1.16846,4.32927,0.0096837,5967.0,3,,-1.378264353449904,7.92508,0.508241,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0005|-0.0250|-0.8153|-2.0907|-2.9963|-3.7074|-4.3039|-4.8293|-5.3096|-5.7606|-6.1918|-6.6094|-7.0172|-7.4177|-7.8125|-8.2030|-8.5900|-8.9740|-9.3556|-9.7351|-10.1127|-10.4889|-10.8636|-11.2372|-11.6096|-11.9811|-12.3517|-12.7216|-13.0908|-13.4593|-13.8273|-14.1948|-14.5618|-14.9283|-15.2945|-15.6604|-16.0259|-16.3911|-16.7561,0,1,0.04,False,0.4543443282381335,2832.9636452547275,0.073662116966938,6.466255404381743e-05,0.0022131859345591,0.0043417284611336,0.359,0.353,True,spurious,6130.02,7.377978|7.731218|7.998909|8.073027|8.606462|7.927270|7.968494|7.819694|7.947376|8.907380
163539739,,6.307612456929017,1.29470733668407,0.0241645571336414,9.069056534707553,1.875,0.528225,0.538024,4.69131,-0.274201,3813.06,23,,-1.4280299033267083,8.09589,0.349744,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0076|-0.7576|-2.4336|-3.5342|-4.4046|-5.1519|-5.8249|-6.4512|-7.0465|-7.6203|-8.1783|-8.7241|-9.2602|-9.7883|-10.3098|-10.8258|-11.3372|-11.8448|-12.3491|-12.8508|-13.3502|-13.8477|-14.3437|-14.8384|-15.3320|-15.8247|-16.3166|-16.8079|-17.2987|-17.7890|-18.2790|-18.7686|-19.2580|-19.7471|-20.2360|-20.7248|-21.2135|-21.7020,0,1,0.57,False,0.2747385358004827,1712.667631600052,0.0483291142672828,1.5195421675860912e-05,0.0029838262938482,0.0040049235120356,0.176,0.167,True,spurious,1278.02,8.104334|8.118935|8.070988|8.049584|8.731589|7.718201|8.604839|8.047020|7.970739|8.365498
399794420,,50.60106028736511,13.792195394143103,0.1438528116598403,9.06555337198218,14.251,0.930968,1.05459,4.35138,-0.354691,5977.19,3,,-1.1903466094244854,8.49291,0.225112,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0011|-0.3546|-2.4568|-3.7257|-4.6425|-5.3899|-6.0397|-6.6318|-7.1897|-7.7273|-8.2520|-8.7683|-9.2787|-9.7847|-10.2875|-10.7877|-11.2860|-11.7827|-12.2782|-12.7726|-13.2663|-13.7593|-14.2518|-14.7438|-15.2356|-15.7270|-16.2183|-16.7093|-17.2002|-17.6910|-18.1817|-18.6723|-19.1629|-19.6534|-20.1439|-20.6343|-21.1247|-21.6151,0,1,1.23,False,0.1343523732904263,2404.452587875072,0.2877056233196806,0.000103170494976,0.0028189818333575,0.0050736453630174,1.281,1.206,False,spurious,4476.02,8.297133|8.349355|8.937959|8.657206|8.366145|8.387228|8.344321|8.469432|8.293018|8.849169
122706449,,28.564055396780383,0.0550136052118732,0.0338309796430574,9.052061402726572,14.35,1.01406,1.03574,4.41068,0.026181,5780.0,3,,-1.223645056692316,7.92119,0.375886,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0012|-0.0391|-0.7745|-1.9317|-2.7454|-3.3894|-3.9297|-4.3964|-4.8085|-5.1796|-5.5197|-5.8363|-6.1350|-6.4200|-6.6944|-6.9603|-7.2197|-7.4738|-7.7236|-7.9701|-8.2137|-8.4552|-8.6947|-8.9328|-9.1696|-9.4054|-9.6403|-9.8745|-10.1081|-10.3412|-10.5739|-10.8062|-11.0383|-11.2700|-11.5016|-11.7330|-11.9642|-12.1953|-12.4263,0,1,0.59,False,0.2703137570394207,3312.920931564644,0.0676619592861148,0.000404756348148,0.0022787726090556,0.003147546719748,14.546,14.419,True,,7398.02,7.876342|8.003606|8.331771|7.517267|7.461991|8.242064|8.573222|7.808698|8.782641|7.449270
52928939,,0.2168006504322657,0.0850775249060167,0.0314104881839537,8.921970852123989,1.377,0.854449,0.820725,4.53459,-0.158872,5417.6,420,,-1.7150350942186985,8.1411,0.178388,0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0028|-1.0683|-3.2501|-4.5321|-5.5249|-6.3594|-7.1024|-7.7939|-8.4566|-9.1031|-9.7401|-10.3715|-10.9994|-11.6253|-12.2498|-12.8735|-13.4966|-14.1194|-14.7420|-15.3644|-15.9867|-16.6090|-17.2312|-17.8534|-18.4755|-19.0977|-19.7198|-20.3420|-20.9641|-21.5862|-22.2084|-22.8305|-23.4526|-24.0748|-24.6969|-25.3190|-25.9411|-26.5633,0,1,2.87,True,0.0002011263073209,2963.8629311327823,0.0628209763679074,2.469046600666839e-07,0.0005066877882559,0.0008014102271332,0.115,0.109,True,spurious,4245.02,8.208679|8.208679|8.003244|8.208679|7.939171|8.250174|8.202196|8.489972|8.205831|7.809309
203377303,,18.96804900006216,12.396435032148812,0.1086229554396636,8.907668421652744,2.407,1.03375,1.16137,4.31384,-0.0551138,5935.84,3,,-1.3300071477742867,8.77857,0.0216536,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0066|-4.6296|-6.9591|-8.9895|-10.9596|-12.9061|-14.8400|-16.7663|-18.6877|-20.6059|-22.5217|-24.4357|-26.3484|-28.2599|-30.1705|-32.0803|-33.9895|-35.8979|-37.8058|-39.7132|-41.6202|-43.5267|-45.4329|-47.3387|-49.2442|-51.1494|-53.0544|-54.9592|-56.8637|-58.7681|-60.6723|-62.5763|-64.4803|-66.3841|-68.2878|-70.1914|-72.0949,2,1,0.22,False,0.3843523732904264,2320.687404315453,0.2172459108793272,7.704189119395659e-05,0.0045437505564655,0.002949760118589,0.186,0.178,False,spurious,3493.02,8.772064|8.793261|8.825821|8.831834|8.784198|8.788449|8.783510|8.825270|8.828346|8.804458
437333618,,40.66460407836732,23.73534279419613,0.05568161795971,8.859405191998082,7.056,1.05176,1.06387,4.39838,0.0899622,5832.66,3,,-1.1635674304371306,8.7048,0.0353932,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0320|-4.5252|-6.9017|-8.9902|-10.9798|-12.9218|-14.8377|-16.7383|-18.6296|-20.5152|-22.3973|-24.2772|-26.1558|-28.0336|-29.9108|-31.7876|-33.6642|-35.5406|-37.4169|-39.2931|-41.1692|-43.0453|-44.9213|-46.7972|-48.6731|-50.5489|-52.4247|-54.3005|-56.1762|-58.0519|-59.9275|-61.8031|-63.6786|-65.5541|-67.4295|-69.3049|-71.1803,0,1,0.9,False,0.1946902654867256,1623.835226063151,0.11136323591942,0.0001682362959203,0.0029232061560933,0.0043786844258672,0.569,0.55,False,spurious,843.02,8.702170|8.711155|8.701906|8.665996|8.672010|8.669173|8.702211|8.701858|8.794991|8.726503
381789320,,22.93897898331093,17.11026999627494,0.0267056011880169,8.839091715999476,9.084,1.15922,1.32617,4.24759,-0.00622262,6150.89,3,,-1.0652915435132118,8.43632,0.160132,0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0002|-0.3568|-3.3426|-4.8009|-5.8293|-6.7116|-7.5409|-8.3478|-9.1435|-9.9326|-10.7175|-11.4993|-12.2788|-13.0565|-13.8325|-14.6072|-15.3807|-16.1532|-16.9247|-17.6955|-18.4655|-19.2348|-20.0035|-20.7716|-21.5393|-22.3065|-23.0733|-23.8397|-24.6057|-25.3714|-26.1368|-26.9020|-27.6668|-28.4315|-29.1959|-29.9601|-30.7241|-31.4880,1,1,0.15,False,0.4080852775543041,1674.147035105154,0.0534112023760338,7.253224045321066e-05,0.0053743066385293,0.0027776598038912,0.677,0.681,True,spurious,3304.02,8.518452|8.360928|8.503254|8.372980|8.529738|8.523092|8.424711|8.711466|8.672664|8.275957
104208182,,48.34047359991176,9.297995291926895,0.112772865558696,8.820387756035064,3.302,0.598182,0.638821,4.60213,0.0265662,4007.1,3,,-1.0081709523921007,8.50954,0.0434126,0.0000|0.0000|0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.2041|-3.7958|-5.5304|-6.8715|-8.0970|-9.2819|-10.4495|-11.6081|-12.7613|-13.9111|-15.0585|-16.2043|-17.3490|-18.4930|-19.6364|-20.7795|-21.9223|-23.0649|-24.2074|-25.3498|-26.4921|-27.6344|-28.7766|-29.9189|-31.0611|-32.2033|-33.3455|-34.4877|-35.6299|-36.7721|-37.9143|-39.0564|-40.1986|-41.3408|-42.4830|-43.6252|-44.7673,0,1,2.34,False,0.0174979887369267,1799.9633259209804,0.225545731117392,0.0001872181072008,0.0057099128412987,0.0050153867237744,0.235,0.232,False,spurious,1738.02,8.535557|8.496468|8.585512|8.799601|8.506810|8.542403|8.542981|8.584087|8.539225|8.584087
